183063,39250.01509,4757.332016,36.63,1226.6933,134866,4.146666667,5.670967742
183087,38560.2531,4675.685348,36.63,1226.704436,134869,4.146666667,5.670967742
183055,37889.05228,4595.820412,36.63,1226.715693,134871,4.146666667,5.670967742
183084,37237.47981,4518.864785,36.63,1226.727068,134874,4.146666667,5.670967742
183049,36605.64298,4443.847572,36.63,1226.738561,134878,4.146666667,5.670967742
183120,35994.02333,4371.546465,36.63,1226.75017,134879,4.146666667,5.670967742
183075,35401.49852,4301.462201,36.63,1226.761894,134883,4.146666667,5.670967742
183098,34827.83868,4233.673124,36.63,1226.773731,134884,4.146666667,5.670967742
183137,34271.60403,4167.987516,36.63,1226.785681,134888,4.146666667,5.670967742
183122,33731.44712,4104.270103,36.63,1226.797741,134889,4.146666667,5.670967742
183161,33205.22467,4042.042681,36.61,1226.80991,134893,4.146666667,5.670967742
183114,32691.15606,3981.732837,36.61,1226.822186,134894,4.146666667,5.670967742
183169,32187.40556,3922.168388,36.61,1226.834569,134898,4.146666667,5.670967742
183135,31691.20273,3864.11578,36.61,1226.847056,134899,4.146666667,5.670967742
183169,31200.90803,3805.963524,36.61,1226.859646,134903,4.146666667,5.670967742
183169,30714.33026,3749.055513,36.61,1226.872337,134904,4.146666667,5.670967742
183194,30229.28012,3692.053357,36.61,1226.885128,134908,4.146666667,5.670967742
183179,29743.47648,3634.83895,36.61,1226.898017,134909,4.146666667,5.670967742
183215,29255.764,3577.23626,36.61,1226.911002,134913,4.146666667,5.670967742
183202,28764.00985,3519.883997,36.61,1226.924081,134914,4.146666667,5.670967742
183215,28267.00596,3460.855738,36.61,1226.937253,134918,4.146666667,5.670967742
183195,27763.1719,3402.053282,36.61,1226.950516,134919,4.146666667,5.670967742
183255,27252.47939,3341.389762,36.61,1226.963868,134923,4.146666667,5.670967742
183229,26733.29593,3280.713118,36.61,1226.977308,134924,4.146666667,5.670967742
183260,26205.69475,3217.82198,36.61,1226.990833,134928,4.146666667,5.670967742
183265,25668.68982,3155.063001,36.61,1227.004442,134929,4.146666667,5.670967742
183281,25123.58578,3089.924976,36.61,1227.018133,134933,4.146666667,5.670967742
183280,24569.17803,3024.98284,36.61,1227.031904,134934,4.146666667,5.670967742
183275,24006.35908,2957.907177,36.61,1227.045753,134938,4.146666667,5.670967742
183287,23436.00011,2890.804263,36.61,1227.059678,134939,4.146666667,5.670967742
183304,22858.66977,2822.014214,36.61,1227.073678,134943,4.146666667,5.670967742
183322,22274.0644,2753.177398,36.61,1227.08775,134944,4.146666667,5.670967742
183319,21685.1955,2682.868385,36.61,1227.101893,134948,4.146666667,5.670967742
183306,21090.87733,2612.648282,36.61,1227.116104,134949,4.146666667,5.670967742
183312,20493.5564,2541.621021,36.61,1227.130382,134953,4.146666667,5.670967742
183312,19893.1653,2470.713133,36.61,1227.144724,134954,4.146666667,5.670967742
183338,19291.59085,2399.195166,36.61,1227.15913,134958,4.146666667,5.670967742
183321,18689.01458,2327.799373,36.61,1227.173595,134959,4.146666667,5.670967742
183347,18086.92866,2256.203891,36.61,1227.18812,134963,4.146666667,5.670967742
183356,17485.64232,2185.10185,36.61,1227.202701,134964,4.146666667,5.670967742
183352,16886.59425,2114.055591,36.61,1227.217337,134968,4.146666667,5.670967742
183357,16289.35507,2043.548827,36.61,1227.232025,134969,4.146666667,5.670967742
183345,15695.59017,1973.193097,36.61,1227.246764,134973,4.146666667,5.670967742
183365,15105.01832,1903.126625,36.61,1227.261552,134974,4.146666667,5.670967742
183355,14517.86202,1834.147848,36.61,1227.276386,134978,4.146666667,5.670967742
183336,13935.29292,1765.086159,36.61,1227.291264,134979,4.146666667,5.670967742
183354,13356.2707,1696.847264,36.61,1227.306186,134983,4.146666667,5.670967742
183324,12781.16213,1628.960735,36.61,1227.321147,134984,4.146666667,5.670967742
183356,12210.28964,1562.086225,36.61,1227.336147,134987,4.146666667,5.670967742
183403,11642.75728,1495.052184,36.61,1227.351184,134991,4.146666667,5.670967742
183349,11079.23329,1428.877035,36.61,1227.366255,134992,4.146666667,5.670967742
183323,10518.56314,1362.965096,36.61,1227.381358,134996,4.146666667,5.670967742
183344,9960.365597,1297.45954,36.61,1227.396491,134997,4.146666667,5.670967742
183353,9404.96433,1232.46579,36.61,1227.411652,135001,4.146666667,5.670967742
183312,8851.109814,1167.345255,36.61,1227.42684,135002,4.146666667,5.670967742
183328,8298.785143,1102.725025,36.61,1227.442052,135006,4.146666667,5.670967742
183297,7747.311925,1037.869318,36.61,1227.457285,135007,4.146666667,5.670967742
183344,7196.520135,973.2286498,36.61,1227.472539,135011,4.146666667,5.670967742
183297,6645.411405,909.1578487,36.61,1227.487811,135012,4.146666667,5.670967742
183348,6094.11568,843.8811324,36.61,1227.503099,135016,4.146666667,5.670967742
183309,5541.847663,779.2269966,36.61,1227.518401,135017,4.146666667,5.670967742
183348,4988.481461,713.9411448,36.61,1227.533715,135021,4.146666667,5.670967742
183307,4433.671299,648.9068125,36.61,1227.549038,135022,4.146666667,5.670967742
183326,3877.174939,582.8872098,36.61,1227.56437,135026,4.146666667,5.670967742
183303,3318.56987,517.2294108,36.61,1227.579708,135027,4.146666667,5.670967742
183322,2758.318592,450.5717228,36.61,1227.595049,135031,4.146666667,5.670967742
183308,2195.468193,384.0960173,36.61,1227.610393,135032,4.146666667,5.670967742
183332,1630.972178,316.4653915,36.61,1227.625737,135036,4.146666667,5.670967742
183283,1063.94863,249.2729727,36.61,1227.641078,135037,4.146666667,5.670967742
